Land_ID,Group,Priority,L_ini,L_dev,L_mid,L_late,Kci,Kcm,Kce,RootDepth,CropDepletionFactor,LandFracTS,LandFracTS_Dom,Kc_TS,AddedWaterTS,CropFracFile,PlantDayFile,SeasonLengthFile
Millet_1,Irrigated,11,0.14,0.22,0.4,0.24,0.3,1,0.3,1000,0.55,MC_millet_1_irr_fr,MC_millet_1_irr_dom,MC_millet_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop6_sub1_fraction.nc:crop6_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop6_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop6_sub1_season_length.nc:season_length,
Sorghum_1,Irrigated,12,0.15,0.28,0.33,0.24,0.3,1.1,0.55,1000,0.55,MC_sorghum_1_irr_fr,MC_sorghum_1_irr_dom,MC_sorghum_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop7_sub1_fraction.nc:crop7_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop7_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop7_sub1_season_length.nc:season_length,
Sorghum_2,Irrigated,13,0.15,0.28,0.33,0.24,0.3,1.1,0.55,1000,0.55,MC_sorghum_2_irr_fr,MC_sorghum_2_irr_dom,MC_sorghum_2_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop7_sub2_fraction.nc:crop7_subcrop2_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop7_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop7_sub2_season_length.nc:season_length,
Soybeans_1,Irrigated,14,0.15,0.2,0.45,0.2,0.4,1.15,0.5,600,0.5,MC_soybeans_1_irr_fr,MC_soybeans_1_irr_dom,MC_soybeans_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop8_sub1_fraction.nc:crop8_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop8_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop8_sub1_season_length.nc:season_length,
Sunflower_1,Irrigated,15,0.19,0.27,0.35,0.19,0.35,1.1,0.25,800,0.45,MC_sunflower_1_irr_fr,MC_sunflower_1_irr_dom,MC_sunflower_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop9_sub1_fraction.nc:crop9_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop9_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop9_sub1_season_length.nc:season_length,
Potatoes_1,Irrigated,16,0.2,0.25,0.35,0.2,1.15,0.5,0.4,400,0.35,MC_potatoes_1_irr_fr,MC_potatoes_1_irr_dom,MC_potatoes_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop10_sub1_fraction.nc:crop10_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop10_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop10_sub1_season_length.nc:season_length,
Cassava_1,Irrigated,17,0.1,0.2,0.43,0.27,0.3,0.95,0.4,600,0.34,MC_cassava_1_irr_fr,MC_cassava_1_irr_dom,MC_cassava_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop11_sub1_fraction.nc:crop11_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop11_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop11_sub1_season_length.nc:season_length,
Sugarcane_1,Irrigated,18,0,0,1,0,0,0.9,0,1200,0.65,MC_sugarcane_1_irr_fr,MC_sugarcane_1_irr_dom,MC_sugarcane_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop12_sub1_fraction.nc:crop12_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop12_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop12_sub1_season_length.nc:season_length,
Sugarbeet_1,Irrigated,19,0.2,0.25,0.35,0.2,0.35,1.2,0.8,700,0.55,MC_sugarbeet_1_irr_fr,MC_sugarbeet_1_irr_dom,MC_sugarbeet_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop13_sub1_fraction.nc:crop13_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop13_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop13_sub1_season_length.nc:season_length,
Oilpalm_1,Irrigated,20,0,0,1,0,0,1,0,700,0.65,MC_oilpalm_1_irr_fr,MC_oilpalm_1_irr_dom,MC_oilpalm_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop14_sub1_fraction.nc:crop14_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop14_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop14_sub1_season_length.nc:season_length,
Canola_1,Irrigated,21,0.3,0.25,0.3,0.15,0.35,1.1,0.35,1000,0.6,MC_canola_1_irr_fr,MC_canola_1_irr_dom,MC_canola_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop15_sub1_fraction.nc:crop15_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop15_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop15_sub1_season_length.nc:season_length,
Groundnuts_1,Irrigated,22,0.22,0.28,0.3,0.2,0.4,1.15,0.6,1000,0.5,MC_groundnuts_1_irr_fr,MC_groundnuts_1_irr_dom,MC_groundnuts_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop16_sub1_fraction.nc:crop16_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop16_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop16_sub1_season_length.nc:season_length,
Pulses_1,Irrigated,23,0.18,0.27,0.35,0.2,0.45,1.1,0.6,550,0.45,MC_pulses_1_irr_fr,MC_pulses_1_irr_dom,MC_pulses_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop17_sub1_fraction.nc:crop17_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop17_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop17_sub1_season_length.nc:season_length,
Citrus_1,Irrigated,24,0.16,0.25,0.33,0.26,0.8,0.8,0.8,1300,0.5,MC_citrus_1_irr_fr,MC_citrus_1_irr_dom,MC_citrus_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop18_sub1_fraction.nc:crop18_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop18_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop18_sub1_season_length.nc:season_length,
Datepalm_1,Irrigated,25,0,0,1,0,0.95,0.95,0.95,1500,0.5,MC_datepalm_1_irr_fr,MC_datepalm_1_irr_dom,MC_datepalm_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop19_sub1_fraction.nc:crop19_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop19_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop19_sub1_season_length.nc:season_length,
Vine_1,Irrigated,26,0.3,0.14,0.2,0.36,0.3,0.8,0.3,1000,0.4,MC_vine_1_irr_fr,MC_vine_1_irr_dom,MC_vine_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop20_sub1_fraction.nc:crop20_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop20_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop20_sub1_season_length.nc:season_length,
Cotton_1,Irrigated,27,0.17,0.33,0.25,0.25,0.35,1.18,0.6,1500,0.65,MC_cotton_1_irr_fr,MC_cotton_1_irr_dom,MC_cotton_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop21_sub1_fraction.nc:crop21_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop21_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop21_sub1_season_length.nc:season_length,
Cocoa_1,Irrigated,28,0,0,1,0,1.05,1.05,1.05,700,0.3,MC_cocoa_1_irr_fr,MC_cocoa_1_irr_dom,MC_cocoa_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop22_sub1_fraction.nc:crop22_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop22_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop22_sub1_season_length.nc:season_length,
Coffee_1,Irrigated,29,0,0,1,0,1,1,1,1500,0.4,MC_coffee_1_irr_fr,MC_coffee_1_irr_dom,MC_coffee_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop23_sub1_fraction.nc:crop23_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop23_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop23_sub1_season_length.nc:season_length,
Others_perennial_1,Irrigated,30,0,0,1,0,1,1,1,800,0.5,MC_othersPerennial_1_irr_fr,MC_othersPerennial_1_irr_dom,MC_othersPerennial_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop24_sub1_fraction.nc:crop24_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop24_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop24_sub1_season_length.nc:season_length,
Fodder_grasses_1,Irrigated,31,0,0,1,0,1,1,1,1500,0.55,MC_fodderGrasses_1_irr_fr,MC_fodderGrasses_1_irr_dom,MC_fodderGrasses_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop25_sub1_fraction.nc:crop25_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop25_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop25_sub1_season_length.nc:season_length,
Others_annual_1,Irrigated,32,0.15,0.25,0.4,0.2,0.4,1.05,0.5,1000,0.55,MC_othersAnnual_1_irr_fr,MC_othersAnnual_1_irr_dom,MC_othersAnnual_1_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop26_sub1_fraction.nc:crop26_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop26_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop26_sub1_season_length.nc:season_length,
Others_annual_2,Irrigated,33,0.15,0.25,0.4,0.2,0.4,1.05,0.5,1000,0.55,MC_othersAnnual_2_irr_fr,MC_othersAnnual_2_irr_dom,MC_othersAnnual_2_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop26_sub2_fraction.nc:crop26_subcrop2_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop26_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop26_sub2_season_length.nc:season_length,
Others_annual_3,Irrigated,34,0.15,0.25,0.4,0.2,0.4,1.05,0.5,1000,0.55,MC_othersAnnual_3_irr_fr,MC_othersAnnual_3_irr_dom,MC_othersAnnual_3_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop26_sub3_fraction.nc:crop26_subcrop3_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop26_sub3_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop26_sub3_season_length.nc:season_length,
Others_annual_4,Irrigated,35,0.15,0.25,0.4,0.2,0.4,1.05,0.5,1000,0.55,MC_othersAnnual_4_irr_fr,MC_othersAnnual_4_irr_dom,MC_othersAnnual_4_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop26_sub4_fraction.nc:crop26_subcrop4_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop26_sub4_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop26_sub4_season_length.nc:season_length,
Others_annual_5,Irrigated,36,0.15,0.25,0.4,0.2,0.4,1.05,0.5,1000,0.55,MC_othersAnnual_5_irr_fr,MC_othersAnnual_5_irr_dom,MC_othersAnnual_5_irr_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/IrrCrop_fraction/IrrCrop26_sub5_fraction.nc:crop26_subcrop5_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop26_sub5_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop26_sub5_season_length.nc:season_length,
,,,,,,,,,,,,,,,,,,
Wheat_1,Rainfed,37,0.15,0.25,0.4,0.2,0.4,1.15,0.3,1600,0,MC_wheat_1_rfd_fr,MC_wheat_1_rfd_dom,MC_wheat_1_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop27_sub1_fraction.nc:crop27_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop27_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop27_sub1_season_length.nc:season_length,
Wheat_2,Rainfed,38,0.15,0.25,0.4,0.2,0.4,1.15,0.3,1600,0,MC_wheat_2_rfd_fr,MC_wheat_2_rfd_dom,MC_wheat_2_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop27_sub2_fraction.nc:crop27_subcrop2_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop27_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop27_sub2_season_length.nc:season_length,
Maize_1,Rainfed,39,0.17,0.28,0.33,0.22,0.3,1.2,0.4,1600,0,MC_maize_1_rfd_fr,MC_maize_1_rfd_dom,MC_maize_1_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop28_sub1_fraction.nc:crop28_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop28_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop28_sub1_season_length.nc:season_length,
Maize_2,Rainfed,40,0.17,0.28,0.33,0.22,0.3,1.2,0.4,1600,0,MC_maize_2_rfd_fr,MC_maize_2_rfd_dom,MC_maize_2_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop28_sub2_fraction.nc:crop28_subcrop2_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop28_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop28_sub2_season_length.nc:season_length,
Rice_1,Rainfed,41,0.17,0.18,0.44,0.21,1.05,1.2,0.75,1000,0,MC_rice_1_rfd_fr,MC_rice_1_rfd_dom,MC_rice_1_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop29_sub1_fraction.nc:crop29_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop29_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop29_sub1_season_length.nc:season_length,
Rice_2,Rainfed,42,0.17,0.18,0.44,0.21,1.05,1.2,0.75,1000,0,MC_rice_2_rfd_fr,MC_rice_2_rfd_dom,MC_rice_2_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop29_sub2_fraction.nc:crop29_subcrop2_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop29_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop29_sub2_season_length.nc:season_length,
Rice_3,Rainfed,43,0.17,0.18,0.44,0.21,1.05,1.2,0.75,1000,0,MC_rice_3_rfd_fr,MC_rice_3_rfd_dom,MC_rice_3_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop29_sub3_fraction.nc:crop29_subcrop3_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop29_sub3_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop29_sub3_season_length.nc:season_length,
Rice_4,Rainfed,44,0.17,0.18,0.44,0.21,1.05,1.2,0.75,1000,0,MC_rice_4_rfd_fr,MC_rice_4_rfd_dom,MC_rice_4_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop29_sub4_fraction.nc:crop29_subcrop4_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop29_sub4_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop29_sub4_season_length.nc:season_length,
Barley_1,Rainfed,45,0.15,0.25,0.4,0.2,0.3,1.15,0.25,1500,0,MC_barley_1_rfd_fr,MC_barley_1_rfd_dom,MC_barley_1_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop30_sub1_fraction.nc:crop30_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop30_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop30_sub1_season_length.nc:season_length,
Barley_2,Rainfed,46,0.15,0.25,0.4,0.2,0.3,1.15,0.25,1500,0,MC_barley_2_rfd_fr,MC_barley_2_rfd_dom,MC_barley_2_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop30_sub2_fraction.nc:crop30_subcrop2_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop30_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop30_sub2_season_length.nc:season_length,
Rye_1,Rainfed,47,0.1,0.6,0.2,0.1,0.4,1.15,0.3,1600,0,MC_rye_1_rfd_fr,MC_rye_1_rfd_dom,MC_rye_1_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop31_sub1_fraction.nc:crop31_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop31_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop31_sub1_season_length.nc:season_length,
Rye_2,Rainfed,48,0.1,0.6,0.2,0.1,0.4,1.15,0.3,1600,0,MC_rye_2_rfd_fr,MC_rye_2_rfd_dom,MC_rye_2_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop31_sub2_fraction.nc:crop31_subcrop2_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop31_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop31_sub2_season_length.nc:season_length,
Millet_1,Rainfed,49,0.14,0.22,0.4,0.24,0.3,1,0.3,1800,0,MC_millet_1_rfd_fr,MC_millet_1_rfd_dom,MC_millet_1_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop32_sub1_fraction.nc:crop32_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop32_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop32_sub1_season_length.nc:season_length,
Sorghum_1,Rainfed,50,0.15,0.28,0.33,0.24,0.3,1.1,0.55,1800,0,MC_sorghum_1_rfd_fr,MC_sorghum_1_rfd_dom,MC_sorghum_1_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop33_sub1_fraction.nc:crop33_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop33_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop33_sub1_season_length.nc:season_length,
Sorghum_2,Rainfed,51,0.15,0.28,0.33,0.24,0.3,1.1,0.55,1800,0,MC_sorghum_2_rfd_fr,MC_sorghum_2_rfd_dom,MC_sorghum_2_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop33_sub2_fraction.nc:crop33_subcrop2_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop33_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop33_sub2_season_length.nc:season_length,
Soybeans_1,Rainfed,52,0.15,0.2,0.45,0.2,0.4,1.15,0.5,1300,0,MC_soybeans_1_rfd_fr,MC_soybeans_1_rfd_dom,MC_soybeans_1_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop34_sub1_fraction.nc:crop34_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop34_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop34_sub1_season_length.nc:season_length,
Sunflower_1,Rainfed,53,0.19,0.27,0.35,0.19,0.35,1.1,0.25,1500,0,MC_sunflower_1_rfd_fr,MC_sunflower_1_rfd_dom,MC_sunflower_1_rfd_Kc,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/RfCrop_fraction/RfCrop35_sub1_fraction.nc:crop35_subcrop1_fraction,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop35_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop35_sub1_season_length.nc:season_length,
