Land_ID,Group,Priority,L_ini,L_dev,L_mid,L_late,Kci,Kcm,Kce,RootDepth,CropDepletionFactor,LandFracTS,LandFracTS_Dom,Kc_TS,AddedWaterTS,CropFracFile,PlantDayFile,SeasonLengthFile
Others_perennial_1,Irrigated,30,0,0,1,0,1,1,1,800,0.5,CDL-US-M_othersPerennial_1_irr_fr,CDL-US-M_othersPerennial_1_irr_dom,CDL-US-M_othersPerennial_1_irr_Kc,CDL-US_IrrCrop24_sub1,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop24_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop24_sub1_season_length.nc:season_length,
Fodder_grasses_1,Irrigated,31,0,0,1,0,1,1,1,1500,0.55,CDL-US-M_fodderGrasses_1_irr_fr,CDL-US-M_fodderGrasses_1_irr_dom,CDL-US-M_fodderGrasses_1_irr_Kc,CDL-US_IrrCrop25_sub1,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop25_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop25_sub1_season_length.nc:season_length,
Others_annual_1,Irrigated,32,0.15,0.25,0.4,0.2,0.4,1.05,0.5,1000,0.55,CDL-US-M_othersAnnual_1_irr_fr,CDL-US-M_othersAnnual_1_irr_dom,CDL-US-M_othersAnnual_1_irr_Kc,CDL-US_IrrCrop26_sub1,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop26_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop26_sub1_season_length.nc:season_length,
Others_annual_2,Irrigated,33,0.15,0.25,0.4,0.2,0.4,1.05,0.5,1000,0.55,CDL-US-M_othersAnnual_2_irr_fr,CDL-US-M_othersAnnual_2_irr_dom,CDL-US-M_othersAnnual_2_irr_Kc,CDL-US_IrrCrop26_sub2,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop26_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop26_sub2_season_length.nc:season_length,
Others_annual_3,Irrigated,34,0.15,0.25,0.4,0.2,0.4,1.05,0.5,1000,0.55,CDL-US-M_othersAnnual_3_irr_fr,CDL-US-M_othersAnnual_3_irr_dom,CDL-US-M_othersAnnual_3_irr_Kc,CDL-US_IrrCrop26_sub3,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop26_sub3_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop26_sub3_season_length.nc:season_length,
Others_annual_4,Irrigated,35,0.15,0.25,0.4,0.2,0.4,1.05,0.5,1000,0.55,CDL-US-M_othersAnnual_4_irr_fr,CDL-US-M_othersAnnual_4_irr_dom,CDL-US-M_othersAnnual_4_irr_Kc,CDL-US_IrrCrop26_sub4,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop26_sub4_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop26_sub4_season_length.nc:season_length,
Others_annual_5,Irrigated,36,0.15,0.25,0.4,0.2,0.4,1.05,0.5,1000,0.55,CDL-US-M_othersAnnual_5_irr_fr,CDL-US-M_othersAnnual_5_irr_dom,CDL-US-M_othersAnnual_5_irr_Kc,CDL-US_IrrCrop26_sub5,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/IrrCrop26_sub5_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/IrrCrop26_sub5_season_length.nc:season_length,
,,,,,,,,,,,,,,,,,,
Wheat_1,Rainfed,37,0.15,0.25,0.4,0.2,0.4,1.15,0.3,1600,0,CDL-US-M_wheat_1_rfd_fr,CDL-US-M_wheat_1_rfd_dom,CDL-US-M_wheat_1_rfd_Kc,CDL-US_RfdCrop27_sub1,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop27_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop27_sub1_season_length.nc:season_length,
Wheat_2,Rainfed,38,0.15,0.25,0.4,0.2,0.4,1.15,0.3,1600,0,CDL-US-M_wheat_2_rfd_fr,CDL-US-M_wheat_2_rfd_dom,CDL-US-M_wheat_2_rfd_Kc,CDL-US_RfdCrop27_sub2,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop27_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop27_sub2_season_length.nc:season_length,
Maize_1,Rainfed,39,0.17,0.28,0.33,0.22,0.3,1.2,0.4,1600,0,CDL-US-M_maize_1_rfd_fr,CDL-US-M_maize_1_rfd_dom,CDL-US-M_maize_1_rfd_Kc,CDL-US_RfdCrop28_sub1,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop28_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop28_sub1_season_length.nc:season_length,
Maize_2,Rainfed,40,0.17,0.28,0.33,0.22,0.3,1.2,0.4,1600,0,CDL-US-M_maize_2_rfd_fr,CDL-US-M_maize_2_rfd_dom,CDL-US-M_maize_2_rfd_Kc,CDL-US_RfdCrop28_sub2,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop28_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop28_sub2_season_length.nc:season_length,
Rice_1,Rainfed,41,0.17,0.18,0.44,0.21,1.05,1.2,0.75,1000,0,CDL-US-M_rice_1_rfd_fr,CDL-US-M_rice_1_rfd_dom,CDL-US-M_rice_1_rfd_Kc,CDL-US_RfdCrop29_sub1,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop29_sub1_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop29_sub1_season_length.nc:season_length,
Rice_2,Rainfed,42,0.17,0.18,0.44,0.21,1.05,1.2,0.75,1000,0,CDL-US-M_rice_2_rfd_fr,CDL-US-M_rice_2_rfd_dom,CDL-US-M_rice_2_rfd_Kc,CDL-US_RfdCrop29_sub2,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop29_sub2_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop29_sub2_season_length.nc:season_length,
Rice_3,Rainfed,43,0.17,0.18,0.44,0.21,1.05,1.2,0.75,1000,0,CDL-US-M_rice_3_rfd_fr,CDL-US-M_rice_3_rfd_dom,CDL-US-M_rice_3_rfd_Kc,CDL-US_RfdCrop29_sub3,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Start_day/RfCrop29_sub3_start_day.nc:start_day,NETCDF:/net/nfs/bog/raid/data/dgrogan/MIRCA_data/WBM_format/Season_length/RfCrop29_sub3_season_length.nc:season_length,
